,name,album,release_date,track_number,id,uri
0,Welcome To New York (Taylor's Version),1989 (Taylor's Version) [Deluxe],27/10/2023,1,4WUepByoeqcedHoYhSNHRt,spotify:track:4WUepByoeqcedHoYhSNHRt
1,Blank Space (Taylor's Version),1989 (Taylor's Version) [Deluxe],27/10/2023,2,0108kcWLnn2HlH2kedi1gn,spotify:track:0108kcWLnn2HlH2kedi1gn
2,Style (Taylor's Version),1989 (Taylor's Version) [Deluxe],27/10/2023,3,3Vpk1hfMAQme8VJ0SNRSkd,spotify:track:3Vpk1hfMAQme8VJ0SNRSkd
3,Out Of The Woods (Taylor's Version),1989 (Taylor's Version) [Deluxe],27/10/2023,4,1OcSfkeCg9hRC2sFKB4IMJ,spotify:track:1OcSfkeCg9hRC2sFKB4IMJ
4,All You Had To Do Was Stay (Taylor's Version),1989 (Taylor's Version) [Deluxe],27/10/2023,5,2k0ZEeAqzvYMcx9Qt5aClQ,spotify:track:2k0ZEeAqzvYMcx9Qt5aClQ
5,Shake It Off (Taylor's Version),1989 (Taylor's Version) [Deluxe],27/10/2023,6,50yNTF0Od55qnHLxYsA5Pw,spotify:track:50yNTF0Od55qnHLxYsA5Pw
6,I Wish You Would (Taylor's Version),1989 (Taylor's Version) [Deluxe],27/10/2023,7,3FxJDucHWdw6caWTKO5b23,spotify:track:3FxJDucHWdw6caWTKO5b23
7,Bad Blood (Taylor's Version),1989 (Taylor's Version) [Deluxe],27/10/2023,8,7oZONwFiFIErZcXAtTu7FY,spotify:track:7oZONwFiFIErZcXAtTu7FY
8,Wildest Dreams (Taylor's Version),1989 (Taylor's Version) [Deluxe],27/10/2023,9,27exgla7YBw9DUNNcTIpjy,spotify:track:27exgla7YBw9DUNNcTIpjy
9,How You Get The Girl (Taylor's Version),1989 (Taylor's Version) [Deluxe],27/10/2023,10,733OhaXQIHY7BKtY3vnSkn,spotify:track:733OhaXQIHY7BKtY3vnSkn
10,This Love (Taylor’s Version),1989 (Taylor's Version) [Deluxe],27/10/2023,11,4WBEj8TeGtRPNJdOmT3WJW,spotify:track:4WBEj8TeGtRPNJdOmT3WJW
11,I Know Places (Taylor's Version),1989 (Taylor's Version) [Deluxe],27/10/2023,12,1ULabO0PEsdJekqVH6G10G,spotify:track:1ULabO0PEsdJekqVH6G10G
12,Clean (Taylor's Version),1989 (Taylor's Version) [Deluxe],27/10/2023,13,0lKUBmEyQfzsQHozyeXzES,spotify:track:0lKUBmEyQfzsQHozyeXzES
13,Wonderland (Taylor's Version),1989 (Taylor's Version) [Deluxe],27/10/2023,14,6HRsJu8vcnzYDN4t0570FY,spotify:track:6HRsJu8vcnzYDN4t0570FY
14,You Are In Love (Taylor's Version),1989 (Taylor's Version) [Deluxe],27/10/2023,15,0TyGh27YQ5LknmiDhCzJiT,spotify:track:0TyGh27YQ5LknmiDhCzJiT
15,New Romantics (Taylor's Version),1989 (Taylor's Version) [Deluxe],27/10/2023,16,5M787RexsAiVYjQusM98CV,spotify:track:5M787RexsAiVYjQusM98CV
16,"""Slut!"" (Taylor's Version) (From The Vault)",1989 (Taylor's Version) [Deluxe],27/10/2023,17,0CD7DzeCsuPJygddqlUVYa,spotify:track:0CD7DzeCsuPJygddqlUVYa
17,Say Don't Go (Taylor's Version) (From The Vault),1989 (Taylor's Version) [Deluxe],27/10/2023,18,3CCRVu4F91Qp2mnGjmWBrf,spotify:track:3CCRVu4F91Qp2mnGjmWBrf
18,Now That We Don't Talk (Taylor's Version) (From The Vault),1989 (Taylor's Version) [Deluxe],27/10/2023,19,5QUIK7ZtziW8kGWo8RqopF,spotify:track:5QUIK7ZtziW8kGWo8RqopF
19,Suburban Legends (Taylor's Version) (From The Vault),1989 (Taylor's Version) [Deluxe],27/10/2023,20,6M9ppdfFjR1AbpUl3Y8DcV,spotify:track:6M9ppdfFjR1AbpUl3Y8DcV
20,Is It Over Now? (Taylor's Version) (From The Vault),1989 (Taylor's Version) [Deluxe],27/10/2023,21,6IG3sQ8s9nfk6TUlVzRhbN,spotify:track:6IG3sQ8s9nfk6TUlVzRhbN
21,Bad Blood (feat. Kendrick Lamar) (Taylor's Version),1989 (Taylor's Version) [Deluxe],27/10/2023,22,6qAcApH8obo8eqatCKUHd9,spotify:track:6qAcApH8obo8eqatCKUHd9
22,Welcome To New York (Taylor's Version),1989 (Taylor's Version),26/10/2023,1,1hR8BSuEqPCCZfv93zzzz9,spotify:track:1hR8BSuEqPCCZfv93zzzz9
23,Blank Space (Taylor's Version),1989 (Taylor's Version),26/10/2023,2,45wMBGri1PORPjM9PwFfrS,spotify:track:45wMBGri1PORPjM9PwFfrS
24,Style (Taylor's Version),1989 (Taylor's Version),26/10/2023,3,1hjRhYpWyqDpPahmSlUTlc,spotify:track:1hjRhYpWyqDpPahmSlUTlc
25,Out Of The Woods (Taylor's Version),1989 (Taylor's Version),26/10/2023,4,045ZeOHPIzhxxsm8bq5kyE,spotify:track:045ZeOHPIzhxxsm8bq5kyE
26,All You Had To Do Was Stay (Taylor's Version),1989 (Taylor's Version),26/10/2023,5,6GXgd1BPD9bUpqw5AntGV5,spotify:track:6GXgd1BPD9bUpqw5AntGV5
27,Shake It Off (Taylor's Version),1989 (Taylor's Version),26/10/2023,6,3pv7Q5v2dpdefwdWIvE7yH,spotify:track:3pv7Q5v2dpdefwdWIvE7yH
28,I Wish You Would (Taylor's Version),1989 (Taylor's Version),26/10/2023,7,43y1WpBdnEy5TR9aZoSQL9,spotify:track:43y1WpBdnEy5TR9aZoSQL9
29,Bad Blood (Taylor's Version),1989 (Taylor's Version),26/10/2023,8,64FzgoLZ3oXu2SriZblHic,spotify:track:64FzgoLZ3oXu2SriZblHic
30,Wildest Dreams (Taylor's Version),1989 (Taylor's Version),26/10/2023,9,1K39ty6o1sHwwlZwO6a7wK,spotify:track:1K39ty6o1sHwwlZwO6a7wK
31,How You Get The Girl (Taylor's Version),1989 (Taylor's Version),26/10/2023,10,75W3SngKzTuoQ94uLf3y82,spotify:track:75W3SngKzTuoQ94uLf3y82
32,This Love (Taylor’s Version),1989 (Taylor's Version),26/10/2023,11,5QVVjX0ZItqlVpEuVCM9Yg,spotify:track:5QVVjX0ZItqlVpEuVCM9Yg
33,I Know Places (Taylor's Version),1989 (Taylor's Version),26/10/2023,12,2f0GI2ZLUtbGqFx8t2Gk6A,spotify:track:2f0GI2ZLUtbGqFx8t2Gk6A
34,Clean (Taylor's Version),1989 (Taylor's Version),26/10/2023,13,2ByBBvpR9b7IynvRmnG7kG,spotify:track:2ByBBvpR9b7IynvRmnG7kG
35,Wonderland (Taylor's Version),1989 (Taylor's Version),26/10/2023,14,2ve0kuaWUCt4Zx8x4bf1MR,spotify:track:2ve0kuaWUCt4Zx8x4bf1MR
36,You Are In Love (Taylor's Version),1989 (Taylor's Version),26/10/2023,15,4UwqOWDpdeIDVQDuKT6iza,spotify:track:4UwqOWDpdeIDVQDuKT6iza
37,New Romantics (Taylor's Version),1989 (Taylor's Version),26/10/2023,16,2vPMoMDXxu9uX1igWZmXSG,spotify:track:2vPMoMDXxu9uX1igWZmXSG
38,"""Slut!"" (Taylor's Version) (From The Vault)",1989 (Taylor's Version),26/10/2023,17,71BqAINEnezjQfxE4VuJfq,spotify:track:71BqAINEnezjQfxE4VuJfq
39,Say Don't Go (Taylor's Version) (From The Vault),1989 (Taylor's Version),26/10/2023,18,4NioO5R9sHEZh4cGzMHyNt,spotify:track:4NioO5R9sHEZh4cGzMHyNt
40,Now That We Don't Talk (Taylor's Version) (From The Vault),1989 (Taylor's Version),26/10/2023,19,5KD6AEm19QnMbfWpfoOHMl,spotify:track:5KD6AEm19QnMbfWpfoOHMl
41,Suburban Legends (Taylor's Version) (From The Vault),1989 (Taylor's Version),26/10/2023,20,6T0sEnqjmHISIKwFETeeiP,spotify:track:6T0sEnqjmHISIKwFETeeiP
42,Is It Over Now? (Taylor's Version) (From The Vault),1989 (Taylor's Version),26/10/2023,21,1Iq8oo9XkmmvCQiGOfORiz,spotify:track:1Iq8oo9XkmmvCQiGOfORiz
43,Mine (Taylor's Version),Speak Now (Taylor's Version),07/07/2023,1,7G0gBu6nLdhFDPRLc0HdDG,spotify:track:7G0gBu6nLdhFDPRLc0HdDG
44,Sparks Fly (Taylor’s Version),Speak Now (Taylor's Version),07/07/2023,2,3MytWN8L7shNYzGl4tAKRp,spotify:track:3MytWN8L7shNYzGl4tAKRp
45,Back To December (Taylor's Version),Speak Now (Taylor's Version),07/07/2023,3,79uDOz0zuuWS7HWxzMmTa2,spotify:track:79uDOz0zuuWS7HWxzMmTa2
46,Speak Now (Taylor's Version),Speak Now (Taylor's Version),07/07/2023,4,5xXqyjLicvEpch72qEryFT,spotify:track:5xXqyjLicvEpch72qEryFT
47,Dear John (Taylor's Version),Speak Now (Taylor's Version),07/07/2023,5,1zU8j1x3yi9xalMF96pzKp,spotify:track:1zU8j1x3yi9xalMF96pzKp
48,Mean (Taylor's Version),Speak Now (Taylor's Version),07/07/2023,6,30Y4CV7A6YqtQtTTo7Ue4j,spotify:track:30Y4CV7A6YqtQtTTo7Ue4j
49,The Story Of Us (Taylor's Version),Speak Now (Taylor's Version),07/07/2023,7,6dTA6y0C2ReQklntzZl8l3,spotify:track:6dTA6y0C2ReQklntzZl8l3
50,Never Grow Up (Taylor's Version),Speak Now (Taylor's Version),07/07/2023,8,2EFZ9emtKWEglWUQGEQ3P9,spotify:track:2EFZ9emtKWEglWUQGEQ3P9
51,Enchanted (Taylor's Version),Speak Now (Taylor's Version),07/07/2023,9,3sW3oSbzsfecv9XoUdGs7h,spotify:track:3sW3oSbzsfecv9XoUdGs7h
52,Better Than Revenge (Taylor's Version),Speak Now (Taylor's Version),07/07/2023,10,0NwGC0v03ysCYINtg6ns58,spotify:track:0NwGC0v03ysCYINtg6ns58
53,Innocent (Taylor's Version),Speak Now (Taylor's Version),07/07/2023,11,12nBPF4Rh4XLFJV0YLN7uj,spotify:track:12nBPF4Rh4XLFJV0YLN7uj
54,Haunted (Taylor's Version),Speak Now (Taylor's Version),07/07/2023,12,4tMzIAFTFdqGBQLdfbPces,spotify:track:4tMzIAFTFdqGBQLdfbPces
55,Last Kiss (Taylor's Version),Speak Now (Taylor's Version),07/07/2023,13,59KOoHFcw5XfICnO57holu,spotify:track:59KOoHFcw5XfICnO57holu
56,Long Live (Taylor's Version),Speak Now (Taylor's Version),07/07/2023,14,4hqJ4bSlYJOXb6Z4SRmzxs,spotify:track:4hqJ4bSlYJOXb6Z4SRmzxs
57,Ours (Taylor’s Version),Speak Now (Taylor's Version),07/07/2023,15,3yNJkriPzWjkkDAWHIAVUq,spotify:track:3yNJkriPzWjkkDAWHIAVUq
58,Superman (Taylor’s Version),Speak Now (Taylor's Version),07/07/2023,16,4evLyY5Ue1Wesc61t2KXAU,spotify:track:4evLyY5Ue1Wesc61t2KXAU
59,Electric Touch (feat. Fall Out Boy) (Taylor’s Version) (From The Vault),Speak Now (Taylor's Version),07/07/2023,17,4e3ZNTAV6PCrdYMUrUlMpQ,spotify:track:4e3ZNTAV6PCrdYMUrUlMpQ
60,When Emma Falls in Love (Taylor’s Version) (From The Vault),Speak Now (Taylor's Version),07/07/2023,18,0zo975x58DlXbZllWvfYhg,spotify:track:0zo975x58DlXbZllWvfYhg
61,I Can See You (Taylor’s Version) (From The Vault),Speak Now (Taylor's Version),07/07/2023,19,5kHMfzgLZP95O9NBy0ku4v,spotify:track:5kHMfzgLZP95O9NBy0ku4v
62,Castles Crumbling (feat. Hayley Williams) (Taylor’s Version) (From The Vault),Speak Now (Taylor's Version),07/07/2023,20,4ABYxlb92WBIjHu7TIKmml,spotify:track:4ABYxlb92WBIjHu7TIKmml
63,Foolish One (Taylor’s Version) (From The Vault),Speak Now (Taylor's Version),07/07/2023,21,4s8BIKx4Zh6ryAEz8RTlaU,spotify:track:4s8BIKx4Zh6ryAEz8RTlaU
64,Timeless (Taylor’s Version) (From The Vault),Speak Now (Taylor's Version),07/07/2023,22,1HCdems7PQZRj42QDWLA0A,spotify:track:1HCdems7PQZRj42QDWLA0A
65,Lavender Haze,Midnights (The Til Dawn Edition),26/05/2023,1,24emu3sabKISjRkrys28jq,spotify:track:24emu3sabKISjRkrys28jq
66,Maroon,Midnights (The Til Dawn Edition),26/05/2023,2,6qxvy9Pe4RJIq5JBVbbwbS,spotify:track:6qxvy9Pe4RJIq5JBVbbwbS
67,Anti-Hero,Midnights (The Til Dawn Edition),26/05/2023,3,5qIHFdkW6phMsTZlN2g8Lc,spotify:track:5qIHFdkW6phMsTZlN2g8Lc
68,Snow On The Beach (feat. Lana Del Rey),Midnights (The Til Dawn Edition),26/05/2023,4,7GA86Uo2jYbj8vIXe2nyWd,spotify:track:7GA86Uo2jYbj8vIXe2nyWd
69,"You're On Your Own, Kid",Midnights (The Til Dawn Edition),26/05/2023,5,6PQOU00xWNrGwCZzboriXy,spotify:track:6PQOU00xWNrGwCZzboriXy
70,Midnight Rain,Midnights (The Til Dawn Edition),26/05/2023,6,4eKMqf9ZMSclDX7V9Ptg7x,spotify:track:4eKMqf9ZMSclDX7V9Ptg7x
71,Question...?,Midnights (The Til Dawn Edition),26/05/2023,7,7oomkQSYf1ia2VnVEWfFIU,spotify:track:7oomkQSYf1ia2VnVEWfFIU
72,Vigilante Shit,Midnights (The Til Dawn Edition),26/05/2023,8,0GKDhq6ZbmSbRHd3eyGlB7,spotify:track:0GKDhq6ZbmSbRHd3eyGlB7
73,Bejeweled,Midnights (The Til Dawn Edition),26/05/2023,9,0VpF6RLdCfPIeYRwMu4tZK,spotify:track:0VpF6RLdCfPIeYRwMu4tZK
74,Labyrinth,Midnights (The Til Dawn Edition),26/05/2023,10,4bBDkw2KBMX0tcgAaXC83Q,spotify:track:4bBDkw2KBMX0tcgAaXC83Q
75,Karma,Midnights (The Til Dawn Edition),26/05/2023,11,45R112Jz5hQeKgITXgSXzs,spotify:track:45R112Jz5hQeKgITXgSXzs
76,Sweet Nothing,Midnights (The Til Dawn Edition),26/05/2023,12,2L09RYwH5Pjzca6PmbUAw3,spotify:track:2L09RYwH5Pjzca6PmbUAw3
77,Mastermind,Midnights (The Til Dawn Edition),26/05/2023,13,1QQii3pa5m8MEda0nbkjfw,spotify:track:1QQii3pa5m8MEda0nbkjfw
78,The Great War,Midnights (The Til Dawn Edition),26/05/2023,14,2VuqMjgoKaOHNM8HpxtXKx,spotify:track:2VuqMjgoKaOHNM8HpxtXKx
79,Bigger Than The Whole Sky,Midnights (The Til Dawn Edition),26/05/2023,15,71CBDRKmF2VeRKYMG1DFBh,spotify:track:71CBDRKmF2VeRKYMG1DFBh
80,Paris,Midnights (The Til Dawn Edition),26/05/2023,16,5tWxKWq1DSP1s9WQ5PWuqu,spotify:track:5tWxKWq1DSP1s9WQ5PWuqu
81,High Infidelity,Midnights (The Til Dawn Edition),26/05/2023,17,1SztNGCwEHJEVFx90E5g7D,spotify:track:1SztNGCwEHJEVFx90E5g7D
82,Glitch,Midnights (The Til Dawn Edition),26/05/2023,18,7C0w28EsX0Um2FrZs9gso2,spotify:track:7C0w28EsX0Um2FrZs9gso2
83,"Would've, Could've, Should've",Midnights (The Til Dawn Edition),26/05/2023,19,4txojlesMFQZGWxwz2EeqB,spotify:track:4txojlesMFQZGWxwz2EeqB
84,Dear Reader,Midnights (The Til Dawn Edition),26/05/2023,20,10GRRCR5fctuOF4GFmATJI,spotify:track:10GRRCR5fctuOF4GFmATJI
85,Hits Different,Midnights (The Til Dawn Edition),26/05/2023,21,3xYJScVfxByb61dYHTwiby,spotify:track:3xYJScVfxByb61dYHTwiby
86,Snow On The Beach (feat. More Lana Del Rey),Midnights (The Til Dawn Edition),26/05/2023,22,4zmKGsrXjLmljb5fTaBTot,spotify:track:4zmKGsrXjLmljb5fTaBTot
87,Karma (feat. Ice Spice),Midnights (The Til Dawn Edition),26/05/2023,23,4i6cwNY6oIUU2XZxPIw82Y,spotify:track:4i6cwNY6oIUU2XZxPIw82Y
88,Lavender Haze,Midnights (3am Edition),22/10/2022,1,4g2c7NoTWAOSYDy44l9nub,spotify:track:4g2c7NoTWAOSYDy44l9nub
89,Maroon,Midnights (3am Edition),22/10/2022,2,199E1RRrVmVTQqBXih5qRC,spotify:track:199E1RRrVmVTQqBXih5qRC
90,Anti-Hero,Midnights (3am Edition),22/10/2022,3,02Zkkf2zMkwRGQjZ7T4p8f,spotify:track:02Zkkf2zMkwRGQjZ7T4p8f
91,Snow On The Beach (feat. Lana Del Rey),Midnights (3am Edition),22/10/2022,4,6ADDIJxxqzM9LMpm78yzQG,spotify:track:6ADDIJxxqzM9LMpm78yzQG
92,"You're On Your Own, Kid",Midnights (3am Edition),22/10/2022,5,7gVWKBcfIW93YxNBi3ApIE,spotify:track:7gVWKBcfIW93YxNBi3ApIE
93,Midnight Rain,Midnights (3am Edition),22/10/2022,6,6Nl7KyvjkFncGsjB49SxLl,spotify:track:6Nl7KyvjkFncGsjB49SxLl
94,Question...?,Midnights (3am Edition),22/10/2022,7,6C7OF1Jal7YkyjzyUG8vkK,spotify:track:6C7OF1Jal7YkyjzyUG8vkK
95,Vigilante Shit,Midnights (3am Edition),22/10/2022,8,5yeuXkukVGuix3vmLu2BPJ,spotify:track:5yeuXkukVGuix3vmLu2BPJ
96,Bejeweled,Midnights (3am Edition),22/10/2022,9,0jvo9CjnbR0lYUDTSNTMiu,spotify:track:0jvo9CjnbR0lYUDTSNTMiu
97,Labyrinth,Midnights (3am Edition),22/10/2022,10,43q586vP8gGkYypKoSddhl,spotify:track:43q586vP8gGkYypKoSddhl
98,Karma,Midnights (3am Edition),22/10/2022,11,5oqDgw5VGBln5dSIOPWyBq,spotify:track:5oqDgw5VGBln5dSIOPWyBq
99,Sweet Nothing,Midnights (3am Edition),22/10/2022,12,3zmwONxswBAzGwExPugSLN,spotify:track:3zmwONxswBAzGwExPugSLN
100,Mastermind,Midnights (3am Edition),22/10/2022,13,56hioFjQ0DXrdn04hZcFgG,spotify:track:56hioFjQ0DXrdn04hZcFgG
101,The Great War,Midnights (3am Edition),22/10/2022,14,3UMrglJeju5yWyYIW6o99b,spotify:track:3UMrglJeju5yWyYIW6o99b
102,Bigger Than The Whole Sky,Midnights (3am Edition),22/10/2022,15,0BiqmkasE5FdrChwKfVp8X,spotify:track:0BiqmkasE5FdrChwKfVp8X
103,Paris,Midnights (3am Edition),22/10/2022,16,7712gjoih4QoDbXpljEk21,spotify:track:7712gjoih4QoDbXpljEk21
104,High Infidelity,Midnights (3am Edition),22/10/2022,17,5kiZGSxgqPdv6rbqL9THdd,spotify:track:5kiZGSxgqPdv6rbqL9THdd
105,Glitch,Midnights (3am Edition),22/10/2022,18,6wAFvJPpTZVirBKGZ4EnMW,spotify:track:6wAFvJPpTZVirBKGZ4EnMW
106,"Would've, Could've, Should've",Midnights (3am Edition),22/10/2022,19,0aV5uARAknQgYhBaK944FP,spotify:track:0aV5uARAknQgYhBaK944FP
107,Dear Reader,Midnights (3am Edition),22/10/2022,20,3QF5RsWzK1lCvf2o2cY65P,spotify:track:3QF5RsWzK1lCvf2o2cY65P
108,Lavender Haze,Midnights,21/10/2022,1,5jQI2r1RdgtuT8S3iG8zFC,spotify:track:5jQI2r1RdgtuT8S3iG8zFC
109,Maroon,Midnights,21/10/2022,2,3eX0NZfLtGzoLUxPNvRfqm,spotify:track:3eX0NZfLtGzoLUxPNvRfqm
110,Anti-Hero,Midnights,21/10/2022,3,0V3wPSX9ygBnCm8psDIegu,spotify:track:0V3wPSX9ygBnCm8psDIegu
111,Snow On The Beach (feat. Lana Del Rey),Midnights,21/10/2022,4,1wtOxkiel43cVs0Yux5Q4h,spotify:track:1wtOxkiel43cVs0Yux5Q4h
112,"You're On Your Own, Kid",Midnights,21/10/2022,5,4D7BCuvgdJlYvlX5WlN54t,spotify:track:4D7BCuvgdJlYvlX5WlN54t
113,Midnight Rain,Midnights,21/10/2022,6,3rWDp9tBPQR9z6U5YyRSK4,spotify:track:3rWDp9tBPQR9z6U5YyRSK4
114,Question...?,Midnights,21/10/2022,7,0heeNYlwOGuUSe7TgUD27B,spotify:track:0heeNYlwOGuUSe7TgUD27B
115,Vigilante Shit,Midnights,21/10/2022,8,1xwAWUI6Dj0WGC3KiUPN0O,spotify:track:1xwAWUI6Dj0WGC3KiUPN0O
116,Bejeweled,Midnights,21/10/2022,9,3qoftcUZaUOncvIYjFSPdE,spotify:track:3qoftcUZaUOncvIYjFSPdE
117,Labyrinth,Midnights,21/10/2022,10,0A1JLUlkZkp2EFrosoNQi0,spotify:track:0A1JLUlkZkp2EFrosoNQi0
118,Karma,Midnights,21/10/2022,11,7KokYm8cMIXCsGVmUvKtqf,spotify:track:7KokYm8cMIXCsGVmUvKtqf
119,Sweet Nothing,Midnights,21/10/2022,12,0wavGRldH0AWyu2zvTz8zb,spotify:track:0wavGRldH0AWyu2zvTz8zb
120,Mastermind,Midnights,21/10/2022,13,7FmYn9e7KHMXcxqGSj9LjH,spotify:track:7FmYn9e7KHMXcxqGSj9LjH
121,State Of Grace (Taylor's Version),Red (Taylor's Version),12/11/2021,1,6lzc0Al0zfZOIFsFvBS1ki,spotify:track:6lzc0Al0zfZOIFsFvBS1ki
122,Red (Taylor's Version),Red (Taylor's Version),12/11/2021,2,4OAuvHryIVv4kMDNSLuPt6,spotify:track:4OAuvHryIVv4kMDNSLuPt6
123,Treacherous (Taylor's Version),Red (Taylor's Version),12/11/2021,3,3S7HNKPakdwNEBFIVTL6dZ,spotify:track:3S7HNKPakdwNEBFIVTL6dZ
124,I Knew You Were Trouble (Taylor's Version),Red (Taylor's Version),12/11/2021,4,6AtZLIzUINvExIUy4QhdjP,spotify:track:6AtZLIzUINvExIUy4QhdjP
125,All Too Well (Taylor's Version),Red (Taylor's Version),12/11/2021,5,3nsfB1vus2qaloUdcBZvDu,spotify:track:3nsfB1vus2qaloUdcBZvDu
126,22 (Taylor's Version),Red (Taylor's Version),12/11/2021,6,3yII7UwgLF6K5zW3xad3MP,spotify:track:3yII7UwgLF6K5zW3xad3MP
127,I Almost Do (Taylor's Version),Red (Taylor's Version),12/11/2021,7,2r9CbjYgFhtAmcFv1cSquB,spotify:track:2r9CbjYgFhtAmcFv1cSquB
128,We Are Never Ever Getting Back Together (Taylor's Version),Red (Taylor's Version),12/11/2021,8,5YqltLsjdqFtvqE7Nrysvs,spotify:track:5YqltLsjdqFtvqE7Nrysvs
129,Stay Stay Stay (Taylor's Version),Red (Taylor's Version),12/11/2021,9,7eQj6r5PIdYKEIZjucBMcq,spotify:track:7eQj6r5PIdYKEIZjucBMcq
130,The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylor’s Version),Red (Taylor's Version),12/11/2021,10,0y6kdSRCVQhSsHSpWvTUm7,spotify:track:0y6kdSRCVQhSsHSpWvTUm7
131,Holy Ground (Taylor's Version),Red (Taylor's Version),12/11/2021,11,7J4b3LVCIGO4CMBDFLPoP6,spotify:track:7J4b3LVCIGO4CMBDFLPoP6
132,Sad Beautiful Tragic (Taylor's Version),Red (Taylor's Version),12/11/2021,12,73qMN9bXy7MSPwwGfH3wQr,spotify:track:73qMN9bXy7MSPwwGfH3wQr
133,The Lucky One (Taylor's Version),Red (Taylor's Version),12/11/2021,13,4e5ayHsOLJNLTGfjau2mEw,spotify:track:4e5ayHsOLJNLTGfjau2mEw
134,Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version),Red (Taylor's Version),12/11/2021,14,7qEUFOVcxRI19tbT68JcYK,spotify:track:7qEUFOVcxRI19tbT68JcYK
135,Starlight (Taylor's Version),Red (Taylor's Version),12/11/2021,15,7A2cNLRT0YJc1yjxHlKihs,spotify:track:7A2cNLRT0YJc1yjxHlKihs
136,Begin Again (Taylor's Version),Red (Taylor's Version),12/11/2021,16,05GsNucq8Bngd9fnd4fRa0,spotify:track:05GsNucq8Bngd9fnd4fRa0
137,The Moment I Knew (Taylor's Version),Red (Taylor's Version),12/11/2021,17,0NRHj8hDwwmSPaA41o379r,spotify:track:0NRHj8hDwwmSPaA41o379r
138,Come Back...Be Here (Taylor's Version),Red (Taylor's Version),12/11/2021,18,4pNApnaUWAL2J4KO2eqokq,spotify:track:4pNApnaUWAL2J4KO2eqokq
139,Girl At Home (Taylor's Version),Red (Taylor's Version),12/11/2021,19,0DMVrlMUn01M0IcpDbwgu7,spotify:track:0DMVrlMUn01M0IcpDbwgu7
140,State Of Grace (Acoustic Version) (Taylor's Version),Red (Taylor's Version),12/11/2021,20,5jAIouBES8LWMiriuNq170,spotify:track:5jAIouBES8LWMiriuNq170
141,Ronan (Taylor's Version),Red (Taylor's Version),12/11/2021,21,7nWui6jiMM2m9qFmET1Mtj,spotify:track:7nWui6jiMM2m9qFmET1Mtj
142,Better Man (Taylor's Version) (From The Vault),Red (Taylor's Version),12/11/2021,22,4OmFmE0fzcMG6g0Y8p4eSD,spotify:track:4OmFmE0fzcMG6g0Y8p4eSD
143,Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),Red (Taylor's Version),12/11/2021,23,01K4zKU104LyJ8gMb7227B,spotify:track:01K4zKU104LyJ8gMb7227B
144,Babe (Taylor's Version) (From The Vault),Red (Taylor's Version),12/11/2021,24,0v4z1tuZvn6LGknom9Qx7d,spotify:track:0v4z1tuZvn6LGknom9Qx7d
145,Message In A Bottle (Taylor's Version) (From The Vault),Red (Taylor's Version),12/11/2021,25,3z6XUommYDWPHeFhmhhT6j,spotify:track:3z6XUommYDWPHeFhmhhT6j
146,I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),Red (Taylor's Version),12/11/2021,26,4CkgMiMqZ5JzW9iYXSTMTL,spotify:track:4CkgMiMqZ5JzW9iYXSTMTL
147,Forever Winter (Taylor's Version) (From The Vault),Red (Taylor's Version),12/11/2021,27,3oGVx9RBmiYGv5ZCecWLkx,spotify:track:3oGVx9RBmiYGv5ZCecWLkx
148,Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault),Red (Taylor's Version),12/11/2021,28,4IQkfUsrwXol38VV3U7t7T,spotify:track:4IQkfUsrwXol38VV3U7t7T
149,The Very First Night (Taylor's Version) (From The Vault),Red (Taylor's Version),12/11/2021,29,6pYNq0ZwpPVazKzsqpf0G8,spotify:track:6pYNq0ZwpPVazKzsqpf0G8
150,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Red (Taylor's Version),12/11/2021,30,5enxwA8aAbwZbf5qCHORXi,spotify:track:5enxwA8aAbwZbf5qCHORXi
151,Fearless (Taylor’s Version),Fearless (Taylor's Version),09/04/2021,1,77sMIMlNaSURUAXq5coCxE,spotify:track:77sMIMlNaSURUAXq5coCxE
152,Fifteen (Taylor’s Version),Fearless (Taylor's Version),09/04/2021,2,2nqio0SfWg6gh2eCtfuMa5,spotify:track:2nqio0SfWg6gh2eCtfuMa5
153,Love Story (Taylor’s Version),Fearless (Taylor's Version),09/04/2021,3,6YvqWjhGD8mB5QXcbcUKtx,spotify:track:6YvqWjhGD8mB5QXcbcUKtx
154,Hey Stephen (Taylor’s Version),Fearless (Taylor's Version),09/04/2021,4,550erGcdD9n6PnwxrvYqZT,spotify:track:550erGcdD9n6PnwxrvYqZT
155,White Horse (Taylor’s Version),Fearless (Taylor's Version),09/04/2021,5,5YL553x8sHderRBDlm3NM3,spotify:track:5YL553x8sHderRBDlm3NM3
156,You Belong With Me (Taylor’s Version),Fearless (Taylor's Version),09/04/2021,6,1qrpoAMXodY6895hGKoUpA,spotify:track:1qrpoAMXodY6895hGKoUpA
157,Breathe (feat. Colbie Caillat) (Taylor’s Version),Fearless (Taylor's Version),09/04/2021,7,7HC7R2D8WjXVcUHJyEGjRs,spotify:track:7HC7R2D8WjXVcUHJyEGjRs
